Zaman damgası,Pozisyon,Seviye,Deneyim,Teknoloji,Lokasyon (Firma),Çalışma Şekli,Şirket Çalışan Sayısı,Maaş Cinsi,Maaş / Aylık (NET)
22.01.2023 20:33:51,Fullstack Developer,Mid,7-9 Yıl,"Angular, Javascript, C# / .NET Framework",Türkiye,Yerinde / Ofiste,300-1000,Türk Lirası,21.000 - 25.000 TL
22.01.2023 20:47:55,UI/UX Designer,Senior,7-9 Yıl,Figma,Türkiye,Yerinde / Ofiste,300-1000,Türk Lirası,21.000 - 25.000 TL
22.01.2023 19:11:54,Mobile Developer,Senior,4-6 Yıl,"Kotlin, C / C++",Türkiye,Hybrid,300-1000,Türk Lirası,21.000 - 25.000 TL
22.01.2023 22:20:40,Fullstack Developer,Senior,4-6 Yıl,"Javascript, Abap",Türkiye,Hybrid,300-1000,Türk Lirası,21.000 - 25.000 TL
23.01.2023 01:30:16,Embedded software engineer ,Mid,4-6 Yıl,C / C++,Türkiye,Hybrid,300-1000,Türk Lirası,21.000 - 25.000 TL
23.01.2023 02:34:14,DevOps Engineer,Mid,4-6 Yıl,Java / Spring,Türkiye,Hybrid,300-1000,Türk Lirası,26.000 - 30.000 TL
23.01.2023 01:27:19,Backend Developer,Mid,4-6 Yıl,PHP / Laravel,Türkiye,Hybrid,300-1000,Türk Lirası,31.000 - 35.000 TL
23.01.2023 18:49:15,Fullstack Developer,Senior,4-6 Yıl,"React / NextJS, Angular, NodeJS, Javascript, C# / .NET Framework",Türkiye,Hybrid,300-1000,Türk Lirası,31.000 - 35.000 TL
23.01.2023 02:55:42,Fullstack Developer,Mid,4-6 Yıl,"React / NextJS, Angular, Vue, Javascript, C# / .NET Framework",Türkiye,Hybrid,300-1000,Türk Lirası,36.000 - 40.000 TL
22.01.2023 18:50:19,Backend Developer,Mid,4-6 Yıl,Java / Spring,Türkiye,Hybrid,300-1000,Türk Lirası,41.000 - 45.000 TL
22.01.2023 21:28:11,Frontend Developer,Mid,4-6 Yıl,React / NextJS,Türkiye,Remote,300-1000,Türk Lirası,16.000 - 20.000 TL
22.01.2023 22:09:33,Fullstack Developer,Mid,4-6 Yıl,"React / NextJS, Java / Spring",Türkiye,Remote,300-1000,Türk Lirası,21.000 - 25.000 TL
23.01.2023 11:18:17,Backend Developer,Mid,4-6 Yıl,Java / Spring,Türkiye,Remote,300-1000,Türk Lirası,21.000 - 25.000 TL
23.01.2023 11:45:30,Backend Developer,Senior,4-6 Yıl,C# / .NET Framework,Türkiye,Remote,300-1000,Türk Lirası,21.000 - 25.000 TL
22.01.2023 21:01:47,Backend Developer,Senior,4-6 Yıl,C# / .NET Framework,Türkiye,Remote,300-1000,Türk Lirası,26.000 - 30.000 TL
22.01.2023 23:16:23,Fullstack Developer,Mid,4-6 Yıl,"NodeJS, Ruby",Türkiye,Remote,300-1000,Türk Lirası,26.000 - 30.000 TL
22.01.2023 19:06:40,Backend Developer,Mid,4-6 Yıl,Java / Spring,Türkiye,Remote,300-1000,Türk Lirası,31.000 - 35.000 TL
23.01.2023 00:09:52,Backend Developer,Senior,4-6 Yıl,C# / .NET Framework,Türkiye,Remote,300-1000,Türk Lirası,31.000 - 35.000 TL
23.01.2023 01:14:30,ERP Yazılımcı,Senior,4-6 Yıl,SAP/ABAP,Türkiye,Remote,300-1000,Türk Lirası,31.000 - 35.000 TL
23.01.2023 12:46:37,Backend Developer,Mid,4-6 Yıl,C# / .NET Framework,Türkiye,Remote,300-1000,Türk Lirası,31.000 - 35.000 TL
22.01.2023 19:03:25,Fullstack Developer,Senior,4-6 Yıl,"React / NextJS, NodeJS, Javascript",Türkiye,Remote,300-1000,Türk Lirası,36.000 - 40.000 TL
22.01.2023 23:14:22,Frontend Developer,Tanımsız,4-6 Yıl,"React / NextJS, Javascript",Türkiye,Remote,300-1000,Türk Lirası,41.000 - 45.000 TL
23.01.2023 02:28:50,Backend Developer,Mid,4-6 Yıl,C# / .NET Framework,Türkiye,Remote,300-1000,Türk Lirası,41.000 - 45.000 TL
23.01.2023 19:08:21,Fullstack Developer,Mid,4-6 Yıl,"React / NextJS, Javascript, Kotlin, Django, Servicenow, Typescript",Türkiye,Remote,300-1000,Dolar endeksli Türk lirası(2 ayda bir dolara göre zam),46.000 - 50.000 TL
22.01.2023 19:30:22,Data Analyst,Mid,4-6 Yıl,SQL - PL/SQL,Türkiye,Yerinde / Ofiste,300-1000,Türk Lirası,16.000 - 20.000 TL
22.01.2023 20:57:53,Fullstack Developer,Senior,4-6 Yıl,"React / NextJS, NodeJS, Javascript, C# / .NET Framework",Türkiye,Yerinde / Ofiste,300-1000,Türk Lirası,26.000 - 30.000 TL
22.01.2023 22:25:26,Frontend Developer,Mid,4-6 Yıl,"React / NextJS, Javascript",Türkiye,Yerinde / Ofiste,300-1000,Türk Lirası,41.000 - 45.000 TL
23.01.2023 10:21:34,Backend Developer,Junior,4-6 Yıl,"C# / .NET Framework, PHP / Laravel",Türkiye,Yerinde / Ofiste,300-1000,Türk Lirası,5000 - 10.000 TL
23.01.2023 07:09:40,Yönetici / Müdür,Senior,10+ Yıl,"React / NextJS, Angular, NodeJS, C# / .NET Framework, C / C++",Türkiye,Hybrid,300-1000,Dolar,121.000 - 150.000 TL
22.01.2023 22:12:08,Backend Developer,Senior,10+ Yıl,"Javascript, PHP / Laravel",Türkiye,Hybrid,300-1000,Türk Lirası,41.000 - 45.000 TL
22.01.2023 23:40:15,Tasarımcı,Senior,10+ Yıl,C# / .NET Framework,Türkiye,Hybrid,300-1000,Türk Lirası,46.000 - 50.000 TL
22.01.2023 23:26:55,Backend Developer,Senior,10+ Yıl,Java / Spring,Türkiye,Hybrid,300-1000,Türk Lirası,71.000 - 80.000 TL
22.01.2023 22:28:55,UI/UX Designer,Senior,10+ Yıl,Figma,Türkiye,Remote,300-1000,Türk Lirası,11.000 - 15.000 TL
23.01.2023 15:35:31,Fullstack Developer,Senior,10+ Yıl,"Angular, C# / .NET Framework, Flutter",Türkiye,Remote,300-1000,Türk Lirası,26.000 - 30.000 TL
22.01.2023 20:38:52,Team Lead,Senior,10+ Yıl,"Angular, Vue, NodeJS, Javascript, C# / .NET Framework",Türkiye,Remote,300-1000,Türk Lirası,31.000 - 35.000 TL
22.01.2023 20:58:46,Architect / Mimar,Senior,10+ Yıl,Java / Spring,Türkiye,Remote,300-1000,Türk Lirası,51.000 - 55.000 TL
22.01.2023 19:09:05,Yönetici / Müdür,Tanımsız,10+ Yıl,"Angular, Javascript, React Native, Swift, Kotlin, Flutter",Türkiye,Remote,300-1000,Dolar,71.000 - 80.000 TL
23.01.2023 16:57:26,Siber Güvenlik Uzmanı,Senior,10+ Yıl,"Vulnerability Management, DevSecops, Penetration Testing",Türkiye,Remote,300-1000,Türk Lirası,91.000 - 100.000 TL
23.01.2023 11:16:23,Backend Developer,Senior,10+ Yıl,C# / .NET Framework,Türkiye,Yerinde / Ofiste,300-1000,Türk Lirası,16.000 - 20.000 TL
22.01.2023 20:38:08,Backend Developer,Senior,10+ Yıl,C# / .NET Framework,Türkiye,Yerinde / Ofiste,300-1000,Türk Lirası,36.000 - 40.000 TL
23.01.2023 08:15:26,Mobile Developer,Senior,10+ Yıl,"Swift, Kotlin",Türkiye,Yerinde / Ofiste,300-1000,Türk Lirası,41.000 - 45.000 TL
22.01.2023 21:18:24,Yönetici / Müdür,Junior,1-3 Yıl,Proje yönetici ,Türkiye,Hybrid,300-1000,Türk Lirası,11.000 - 15.000 TL
22.01.2023 23:22:44,Data Analyst,Junior,1-3 Yıl,Python,Türkiye,Hybrid,300-1000,Türk Lirası,11.000 - 15.000 TL
23.01.2023 08:40:25,Mobile Developer,Junior,1-3 Yıl,"Swift, Figma",Türkiye,Hybrid,300-1000,Türk Lirası,11.000 - 15.000 TL
23.01.2023 10:08:07,Data Analyst,Junior,1-3 Yıl,"Python,SQL",Türkiye,Hybrid,300-1000,Türk Lirası,11.000 - 15.000 TL
22.01.2023 19:43:21,Analist,Mid,1-3 Yıl,Java / Spring,Türkiye,Hybrid,300-1000,Türk Lirası,16.000 - 20.000 TL
22.01.2023 19:51:43,UI/UX Designer,Mid,1-3 Yıl,Figma,Türkiye,Hybrid,300-1000,Türk Lirası,16.000 - 20.000 TL
22.01.2023 23:46:10,Software engineer,Junior,1-3 Yıl,C / C++,Türkiye,Hybrid,300-1000,Türk Lirası,16.000 - 20.000 TL
23.01.2023 01:27:08,Backend Developer,Junior,1-3 Yıl,"Vue, PHP / Laravel",Türkiye,Hybrid,300-1000,Türk Lirası,16.000 - 20.000 TL
23.01.2023 13:10:37,Backend Developer,Junior,1-3 Yıl,C# / .NET Framework,Türkiye,Hybrid,300-1000,Türk Lirası,16.000 - 20.000 TL
22.01.2023 22:25:15,Backend Developer,Junior,1-3 Yıl,Java / Spring,Türkiye,Hybrid,300-1000,Türk Lirası,21.000 - 25.000 TL
22.01.2023 23:12:15,Test Mühendisi ,Mid,1-3 Yıl,Java / Spring,Türkiye,Hybrid,300-1000,Türk Lirası,21.000 - 25.000 TL
22.01.2023 21:36:58,Mobile Developer,Mid,1-3 Yıl,Kotlin,Türkiye,Hybrid,300-1000,Türk Lirası,26.000 - 30.000 TL
22.01.2023 23:16:02,Fullstack Developer,Mid,1-3 Yıl,C# / .NET Framework,Türkiye,Hybrid,300-1000,Türk Lirası,26.000 - 30.000 TL
22.01.2023 20:43:15,Fullstack Developer,Mid,1-3 Yıl,"Angular, C# / .NET Framework",Türkiye,Hybrid,300-1000,Türk Lirası,36.000 - 40.000 TL
22.01.2023 22:01:42,Backend Developer,Mid,1-3 Yıl,Java / Spring,Türkiye,Hybrid,300-1000,Türk Lirası,41.000 - 45.000 TL
22.01.2023 21:18:20,Frontend Developer,Junior,1-3 Yıl,"React / NextJS, Javascript",Türkiye,Remote,300-1000,Türk Lirası,11.000 - 15.000 TL
22.01.2023 21:51:18,Data Analyst,Junior,1-3 Yıl,"Sql, Python",Türkiye,Remote,300-1000,Türk Lirası,11.000 - 15.000 TL
22.01.2023 21:59:17,"Part-Time Frontend Dev. (Haftada 3 tam gün çalışıyorum, maaş 3 gün için, not yazacak alan bulamadım o sebeple :)) ",Junior,1-3 Yıl,"React / NextJS, NodeJS, Javascript",Türkiye,Remote,300-1000,Türk Lirası,11.000 - 15.000 TL
24.01.2023 10:53:11,Backend Developer,Junior,1-3 Yıl,C# / .NET Framework,Türkiye,Remote,300-1000,Türk Lirası,11.000 - 15.000 TL
22.01.2023 19:01:08,Mobile Developer,Junior,1-3 Yıl,Swift,Türkiye,Remote,300-1000,Türk Lirası,16.000 - 20.000 TL
22.01.2023 21:01:47,Mobile Developer,Mid,1-3 Yıl,Flutter,Türkiye,Remote,300-1000,Türk Lirası,16.000 - 20.000 TL
22.01.2023 21:24:38,Tester ,Mid,1-3 Yıl,Manuel ,Türkiye,Remote,300-1000,Türk Lirası,16.000 - 20.000 TL
22.01.2023 23:32:27,Analist,Mid,1-3 Yıl,Analiz,Türkiye,Remote,300-1000,Türk Lirası,16.000 - 20.000 TL
23.01.2023 00:18:42,Frontend Developer,Junior,1-3 Yıl,"Vue, Javascript",Türkiye,Remote,300-1000,Türk Lirası,16.000 - 20.000 TL
23.01.2023 01:41:32,Backend Developer,Junior,1-3 Yıl,Java / Spring,Türkiye,Remote,300-1000,Türk Lirası,16.000 - 20.000 TL
23.01.2023 14:39:23,Backend Developer,Junior,1-3 Yıl,PHP / Laravel,Türkiye,Remote,300-1000,Türk Lirası,16.000 - 20.000 TL
24.01.2023 00:24:31,Test Otomasyon,Mid,1-3 Yıl,Java,Türkiye,Remote,300-1000,Türk Lirası,16.000 - 20.000 TL
22.01.2023 18:53:27,Frontend Developer,Junior,1-3 Yıl,"React / NextJS, Javascript",Türkiye,Remote,300-1000,Türk Lirası,21.000 - 25.000 TL
22.01.2023 18:55:21,Backend Developer,Mid,1-3 Yıl,"NodeJS, C# / .NET Framework",Türkiye,Remote,300-1000,Türk Lirası,21.000 - 25.000 TL
22.01.2023 20:39:36,Backend Developer,Mid,1-3 Yıl,Java / Spring,Türkiye,Remote,300-1000,Türk Lirası,21.000 - 25.000 TL
22.01.2023 21:17:47,Fullstack Developer,Junior,1-3 Yıl,"React / NextJS, NodeJS, Javascript, React Native, Solidity",Türkiye,Remote,300-1000,Türk Lirası,21.000 - 25.000 TL
22.01.2023 21:54:13,Mobile Developer,Mid,1-3 Yıl,Swift,Türkiye,Remote,300-1000,Türk Lirası,21.000 - 25.000 TL
22.01.2023 22:03:06,QA Engineer,Mid,1-3 Yıl,Selenium,Türkiye,Remote,300-1000,Türk Lirası,21.000 - 25.000 TL
22.01.2023 22:56:51,Frontend Developer,Mid,1-3 Yıl,"React / NextJS, Javascript",Türkiye,Remote,300-1000,Türk Lirası,21.000 - 25.000 TL
25.01.2023 19:24:11,Analist,Junior,1-3 Yıl,"SQL, Excel",Türkiye,Remote,300-1000,Türk Lirası,21.000 - 25.000 TL
22.01.2023 20:05:18,Frontend Developer,Mid,1-3 Yıl,React / NextJS,Türkiye,Remote,300-1000,Türk Lirası,26.000 - 30.000 TL
22.01.2023 22:17:00,Frontend Developer,Junior,1-3 Yıl,"React / NextJS, Angular, Javascript",Türkiye,Remote,300-1000,Türk Lirası,26.000 - 30.000 TL
22.01.2023 23:18:26,Backend Developer,Mid,1-3 Yıl,"React / NextJS, C# / .NET Framework",Türkiye,Remote,300-1000,Türk Lirası,26.000 - 30.000 TL
22.01.2023 23:19:44,Analist,Mid,1-3 Yıl,"Python, SQL, Veri Analizi Toolları",Türkiye,Remote,300-1000,Türk Lirası,26.000 - 30.000 TL
23.01.2023 00:40:49,Frontend Developer,Mid,1-3 Yıl,"Vue, Javascript",Türkiye,Remote,300-1000,Türk Lirası,31.000 - 35.000 TL
23.01.2023 01:37:44,Backend Developer,Mid,1-3 Yıl,Java / Spring,Türkiye,Remote,300-1000,Türk Lirası,31.000 - 35.000 TL
23.01.2023 02:17:42,Backend Developer,Mid,1-3 Yıl,Java / Spring,Türkiye,Remote,300-1000,Türk Lirası,31.000 - 35.000 TL
22.01.2023 23:03:07,Backend Developer,Junior,1-3 Yıl,"Java / Spring, C# / .NET Framework, PHP / Laravel, React Native, Figma",Türkiye,Remote,300-1000,Türk Lirası,36.000 - 40.000 TL
23.01.2023 00:40:41,Backend Developer,Mid,1-3 Yıl,Go,Türkiye,Remote,300-1000,Dolar,41.000 - 45.000 TL
22.01.2023 23:24:59,QA ,Junior,1-3 Yıl,"Java / Spring, Selenium, Appium",Türkiye,Remote,300-1000,Türk Lirası,5000 - 10.000 TL
23.01.2023 01:00:50,Network specialist,Junior,1-3 Yıl,apache kafka,Türkiye,Remote,300-1000,Türk Lirası,5000 - 10.000 TL
23.01.2023 15:11:18,QA,Mid,1-3 Yıl,C# / .NET Framework,Türkiye,Remote,300-1000,Türk Lirası,51.000 - 55.000 TL
22.01.2023 19:20:16,Analist,Junior,1-3 Yıl,"NodeJS, Javascript, Java / Spring",Türkiye,Yerinde / Ofiste,300-1000,Türk Lirası,11.000 - 15.000 TL
23.01.2023 20:38:01,Backend Developer,Junior,1-3 Yıl,PHP / Laravel,Türkiye,Yerinde / Ofiste,300-1000,Türk Lirası,26.000 - 30.000 TL
23.01.2023 08:39:51,Fullstack Developer,Junior,1-3 Yıl,"Angular, NodeJS",Türkiye,Yerinde / Ofiste,300-1000,Türk Lirası,5000 - 10.000 TL
22.01.2023 18:55:43,Embedded ,Tanımsız,0-1 Yıl,C / C++,Türkiye,Hybrid,300-1000,Türk Lirası,11.000 - 15.000 TL
22.01.2023 20:30:53,Frontend Developer,Junior,0-1 Yıl,"React / NextJS, Javascript",Türkiye,Hybrid,300-1000,Türk Lirası,11.000 - 15.000 TL
22.01.2023 19:28:37,Fullstack Developer,Junior,0-1 Yıl,"Vue, C# / .NET Framework",Türkiye,Hybrid,300-1000,Türk Lirası,16.000 - 20.000 TL
22.01.2023 20:20:43,Backend Developer,Junior,0-1 Yıl,Java / Spring,Türkiye,Hybrid,300-1000,Türk Lirası,16.000 - 20.000 TL
22.01.2023 21:28:15,Frontend Developer,Junior,0-1 Yıl,Javascript,Türkiye,Hybrid,300-1000,Türk Lirası,16.000 - 20.000 TL
22.01.2023 22:14:39,Backend Developer,Junior,0-1 Yıl,"Vue, NodeJS, Javascript, Java / Spring, Go",Türkiye,Hybrid,300-1000,Türk Lirası,21.000 - 25.000 TL
22.01.2023 18:53:39,Fullstack Developer,Junior,0-1 Yıl,C# / .NET Framework,Türkiye,Remote,300-1000,Türk Lirası,11.000 - 15.000 TL
22.01.2023 19:15:32,Fullstack Developer,Junior,0-1 Yıl,"Vue, Javascript, C# / .NET Framework",Türkiye,Remote,300-1000,Türk Lirası,11.000 - 15.000 TL
22.01.2023 19:44:30,Frontend Developer,Junior,0-1 Yıl,"Javascript, Java / Spring",Türkiye,Remote,300-1000,Türk Lirası,11.000 - 15.000 TL
22.01.2023 20:11:16,Frontend Developer,Junior,0-1 Yıl,Angular,Türkiye,Remote,300-1000,Türk Lirası,11.000 - 15.000 TL
22.01.2023 20:18:21,Analist,Junior,0-1 Yıl,SQL,Türkiye,Remote,300-1000,Türk Lirası,11.000 - 15.000 TL
23.01.2023 05:31:58,Data Analyst,Junior,0-1 Yıl,"Python, SQL",Türkiye,Remote,300-1000,Türk Lirası,11.000 - 15.000 TL
23.01.2023 10:27:17,Test Otomasyon Mühendisi ,Junior,0-1 Yıl,"C# / .NET Framework, Python",Türkiye,Remote,300-1000,Türk Lirası,11.000 - 15.000 TL
23.01.2023 11:02:11,Frontend Developer,Junior,0-1 Yıl,React / NextJS,Türkiye,Remote,300-1000,Türk Lirası,11.000 - 15.000 TL
23.01.2023 17:51:34,Backend Developer,Junior,0-1 Yıl,PHP / Laravel,Türkiye,Remote,300-1000,Türk Lirası,11.000 - 15.000 TL
22.01.2023 20:04:29,Backend Developer,Junior,0-1 Yıl,Java / Spring,Türkiye,Remote,300-1000,Türk Lirası,16.000 - 20.000 TL
23.01.2023 11:12:14,Fullstack Developer,Junior,0-1 Yıl,"Vue, Javascript, C# / .NET Framework",Türkiye,Remote,300-1000,Türk Lirası,16.000 - 20.000 TL
23.01.2023 12:51:58,Mobile Developer,Tanımsız,0-1 Yıl,Swift,Türkiye,Remote,300-1000,Türk Lirası,16.000 - 20.000 TL
23.01.2023 23:19:15,DevOps Engineer,Junior,0-1 Yıl,Sql-oracle,Türkiye,Remote,300-1000,Türk Lirası,16.000 - 20.000 TL
22.01.2023 21:32:17,Mobile Developer,Junior,0-1 Yıl,Kotlin,Türkiye,Remote,300-1000,Türk Lirası,21.000 - 25.000 TL
23.01.2023 01:14:20,CRM Developer,Junior,0-1 Yıl,"Javascript, C# / .NET Framework, Typescript",Türkiye,Remote,300-1000,Türk Lirası,5000 - 10.000 TL
23.01.2023 11:04:37,Frontend Developer,Tanımsız,0-1 Yıl,React / NextJS,Türkiye,Remote,300-1000,Türk Lirası,5000 - 10.000 TL
23.01.2023 11:55:20,UI/UX Designer,Junior,0-1 Yıl,Figma,Türkiye,Yerinde / Ofiste,300-1000,Türk Lirası,11.000 - 15.000 TL
23.01.2023 01:46:12,Embedded Software Eng. ,Junior,0-1 Yıl,C / C++,Türkiye,Yerinde / Ofiste,300-1000,Türk Lirası,16.000 - 20.000 TL
23.01.2023 12:49:07,Backend Developer,Junior,0-1 Yıl,PHP / Laravel,Türkiye,Yerinde / Ofiste,300-1000,Türk Lirası,26.000 - 30.000 TL
23.01.2023 10:24:28,Yönetici / Müdür,Tanımsız,7-9 Yıl,"NodeJS, Swift, Kotlin",Türkiye,Hybrid,50-100,Türk Lirası,61.000 - 65.000 TL
22.01.2023 20:35:42,Backend Developer,Senior,7-9 Yıl,C# / .NET Framework,Türkiye,Remote,50-100,Türk Lirası,21.000 - 25.000 TL
23.01.2023 09:03:02,Frontend Developer,Senior,7-9 Yıl,"React / NextJS, Javascript",Türkiye,Remote,50-100,Türk Lirası,21.000 - 25.000 TL
22.01.2023 22:20:52,Backend Developer,Senior,7-9 Yıl,"Javascript, C# / .NET Framework",Türkiye,Remote,50-100,Türk Lirası,26.000 - 30.000 TL
23.01.2023 10:18:43,Backend Developer,Mid,7-9 Yıl,Java / Spring,Türkiye,Remote,50-100,Dolar,31.000 - 35.000 TL
22.01.2023 21:16:22,Fullstack Developer,Senior,7-9 Yıl,"NodeJS, C# / .NET Framework, Rust",Türkiye,Remote,50-100,Türk Lirası,36.000 - 40.000 TL
22.01.2023 20:03:23,Backend Developer,Senior,7-9 Yıl,C# / .NET Framework,Türkiye,Remote,50-100,Türk Lirası,41.000 - 45.000 TL
23.01.2023 00:25:56,Backend Developer,Senior,7-9 Yıl,C# / .NET Framework,Türkiye,Remote,50-100,Türk Lirası,41.000 - 45.000 TL
23.01.2023 16:02:25,Fullstack Developer,Senior,7-9 Yıl,"Angular, C# / .NET Framework",Türkiye,Yerinde / Ofiste,50-100,Türk Lirası,31.000 - 35.000 TL
23.01.2023 00:09:29,Fullstack Developer,Mid,4-6 Yıl,"Angular, NodeJS, Javascript, NestJS",Türkiye,Hybrid,50-100,Dolar,21.000 - 25.000 TL
23.01.2023 22:26:16,Koordinatör,Senior,4-6 Yıl,"React / NextJS, Javascript, C# / .NET Framework",Türkiye,Hybrid,50-100,Türk Lirası,21.000 - 25.000 TL
22.01.2023 22:27:12,Backend Developer,Mid,4-6 Yıl,C# / .NET Framework,Türkiye,Hybrid,50-100,Türk Lirası,26.000 - 30.000 TL
22.01.2023 23:21:58,Backend Developer,Mid,4-6 Yıl,Java / Spring,Türkiye,Hybrid,50-100,Türk Lirası,26.000 - 30.000 TL
22.01.2023 20:40:03,Backend Developer,Senior,4-6 Yıl,"Javascript, Java / Spring",Türkiye,Hybrid,50-100,Türk Lirası,31.000 - 35.000 TL
22.01.2023 22:40:46,Mobile Developer,Mid,4-6 Yıl,"C# / .NET Framework, Kotlin",Türkiye,Hybrid,50-100,Türk Lirası,31.000 - 35.000 TL
22.01.2023 23:03:13,Siber güvenlik uzmanı ,Senior,4-6 Yıl,Blue Team,Türkiye,Hybrid,50-100,Türk Lirası,41.000 - 45.000 TL
23.01.2023 08:39:29,Fullstack Developer,Senior,4-6 Yıl,"Angular, C# / .NET Framework",Türkiye,Hybrid,50-100,Türk Lirası,46.000 - 50.000 TL
23.01.2023 00:33:07,Frontend Developer,Mid,4-6 Yıl,React / NextJS,Türkiye,Remote,50-100,Türk Lirası,21.000 - 25.000 TL
23.01.2023 11:24:50,DevOps Engineer,Senior,4-6 Yıl,"C# / .NET Framework, React Native, Ruby",Türkiye,Remote,50-100,Türk Lirası,21.000 - 25.000 TL
23.01.2023 00:39:07,Backend Developer,Mid,4-6 Yıl,Java / Spring,Türkiye,Remote,50-100,Dolar,31.000 - 35.000 TL
23.01.2023 08:42:11,software test automation engineer,Mid,4-6 Yıl,Ruby,Türkiye,Remote,50-100,Euro,31.000 - 35.000 TL
23.01.2023 12:49:28,Mobile Developer,Mid,4-6 Yıl,Swift,Türkiye,Remote,50-100,Türk Lirası,31.000 - 35.000 TL
22.01.2023 23:43:22,Backend Developer,Mid,4-6 Yıl,"NodeJS, C# / .NET Framework, Go",Türkiye,Remote,50-100,Türk Lirası,36.000 - 40.000 TL
22.01.2023 18:54:53,Mobile Developer,Senior,4-6 Yıl,Swift,Türkiye,Remote,50-100,Dolar,41.000 - 45.000 TL
23.01.2023 00:05:51,Frontend Developer,Mid,4-6 Yıl,"React / NextJS, Javascript",Türkiye,Remote,50-100,Türk Lirası,41.000 - 45.000 TL
23.01.2023 21:31:33,Fullstack Developer,Senior,4-6 Yıl,PHP / Laravel,Türkiye,Remote,50-100,Türk Lirası,46.000 - 50.000 TL
23.01.2023 12:59:01,Frontend Developer,Senior,4-6 Yıl,"React / NextJS, React Native",Türkiye,Remote,50-100,Türk Lirası,51.000 - 55.000 TL
23.01.2023 11:53:30,Backend Developer,Mid,4-6 Yıl,NodeJS,Türkiye,Remote,50-100,Dolar,61.000 - 65.000 TL
22.01.2023 22:47:20,Analist,Mid,4-6 Yıl,SQL,Türkiye,Yerinde / Ofiste,50-100,Türk Lirası,16.000 - 20.000 TL
22.01.2023 22:15:15,Yönetici / Müdür,Senior,10+ Yıl,Figma,Türkiye,Hybrid,50-100,Türk Lirası,21.000 - 25.000 TL
22.01.2023 20:03:32,Backend Developer,Senior,10+ Yıl,C# / .NET Framework,Türkiye,Hybrid,50-100,Türk Lirası,41.000 - 45.000 TL
22.01.2023 19:30:05,Yönetici / Müdür,Senior,10+ Yıl,Python ,Türkiye,Remote,50-100,Türk Lirası,151.000 - 200.000 TL
23.01.2023 05:55:42,Fullstack Developer,Senior,10+ Yıl,"Angular, Javascript, C# / .NET Framework",Türkiye,Remote,50-100,Türk Lirası,31.000 - 35.000 TL
22.01.2023 22:24:17,Backend Developer,Senior,10+ Yıl,C# / .NET Framework,Türkiye,Remote,50-100,Türk Lirası,36.000 - 40.000 TL
23.01.2023 10:04:38,Yönetici / Müdür,Senior,10+ Yıl,Agile Project Management,Türkiye,Remote,50-100,Türk Lirası,36.000 - 40.000 TL
23.01.2023 12:18:45,Mobile Developer,Senior,10+ Yıl,Swift,Türkiye,Remote,50-100,Türk Lirası,36.000 - 40.000 TL
23.01.2023 01:27:45,Backend Developer,Senior,10+ Yıl,C# / .NET Framework,Türkiye,Remote,50-100,Türk Lirası,41.000 - 45.000 TL
22.01.2023 19:56:12,Yönetici / Müdür,Tanımsız,10+ Yıl,"C / C++, ",Türkiye,Yerinde / Ofiste,50-100,Dolar,101.000 - 120.000 TL
22.01.2023 19:02:38,Fullstack Developer,Senior,10+ Yıl,C# / .NET Framework,Türkiye,Yerinde / Ofiste,50-100,Türk Lirası,21.000 - 25.000 TL
22.01.2023 23:42:46,Yönetici / Müdür,Senior,10+ Yıl,"Javascript, Java / Spring, C# / .NET Framework, C / C++",Türkiye,Yerinde / Ofiste,50-100,Türk Lirası,26.000 - 30.000 TL
24.01.2023 00:02:12,Frontend Developer,Senior,10+ Yıl,"React / NextJS, Angular, Javascript, C# / .NET Framework, PHP / Laravel, Figma",Türkiye,Yerinde / Ofiste,50-100,Türk Lirası,26.000 - 30.000 TL
23.01.2023 12:00:30,UI/UX Designer,Junior,1-3 Yıl,"Flutter, Figma",Türkiye,Hybrid,50-100,Türk Lirası,11.000 - 15.000 TL
22.01.2023 19:23:06,Backend Developer,Junior,1-3 Yıl,Java / Spring,Türkiye,Hybrid,50-100,Türk Lirası,16.000 - 20.000 TL
22.01.2023 23:26:22,Business Intelligence Specialist,Mid,1-3 Yıl,"Python,SQL,PowerBI",Türkiye,Hybrid,50-100,Türk Lirası,16.000 - 20.000 TL
23.01.2023 00:14:02,Veri ambari ve is zekasi danismani,Mid,1-3 Yıl,"sql , pl/sql",Türkiye,Hybrid,50-100,Türk Lirası,16.000 - 20.000 TL
23.01.2023 00:52:57,Backend Developer,Junior,1-3 Yıl,C# / .NET Framework,Türkiye,Hybrid,50-100,Türk Lirası,16.000 - 20.000 TL
22.01.2023 19:30:33,Backend Developer,Mid,1-3 Yıl,NodeJS,Türkiye,Hybrid,50-100,Dolar,21.000 - 25.000 TL
22.01.2023 20:22:58,Backend Developer,Junior,1-3 Yıl,Java / Spring,Türkiye,Hybrid,50-100,Türk Lirası,21.000 - 25.000 TL
22.01.2023 22:46:06,Computer Vision/Software Engineer,Mid,1-3 Yıl,"C / C++, Python, Bash",Türkiye,Hybrid,50-100,Türk Lirası,21.000 - 25.000 TL
23.01.2023 02:14:41,Fullstack Developer,Mid,1-3 Yıl,"React / NextJS, NodeJS, Javascript, Java / Spring, React Native, Figma",Türkiye,Hybrid,50-100,Türk Lirası,21.000 - 25.000 TL
